Question;Option A;Option B;Option C;Option D;Answer,,,,,,,,
The price of commodity X increases by 51 paise every year, while the price of commodity Y increases by 20 paise every year. If in 1997, the price of commodity X was Rs. 5.39 and that of Y was Rs. 7.76, in which year will commodity X cost 104 paise more than commodity Y?;2008;2009;2007;2012;A,,,,,,,,
There are two examination rooms A and B. If 43 students are sent from A to B, then the number of students in each room is the same. If 14 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;233;190;203;214;D,,,,,,,,
If a - b = 17 and a² + b² = 1657, find the value of ab.;684;686;698;677;A,,,,,,,,
The salaries A, B, and C are in the ratio 2:5:6. If increments of 50%, 30%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;10:16:20;6:13:18;6:12:18;7:13:18;B,,,,,,,,
A flagstaff 14 m high casts a shadow of length 32.2 m. The height of a building, which casts a shadow of length 62.1 m under similar conditions, will be:;24.5 m;30 m;27 m;28.5 m;C,,,,,,,,
The price of commodity X increases by 33 paise every year, while the price of commodity Y increases by 11 paise every year. If in 2000, the price of commodity X was Rs. 4.56 and that of Y was Rs. 6.49, in which year will commodity X cost 27 paise more than commodity Y?;2011;2009;2008;2010;D,,,,,,,,
There are two examination rooms A and B. If 34 students are sent from A to B, then the number of students in each room is the same. If 47 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;296;289;277;260;C,,,,,,,,
If a - b = 10 and a² + b² = 338, find the value of ab.;114;109;122;119;D,,,,,,,,
The salaries A, B, and C are in the ratio 1:3:9. If increments of 40%, 15%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;28:69:270;28:68:270;29:69:270;28:73:271;A,,,,,,,,
A flagstaff 22 m high casts a shadow of length 39.6 m. The height of a building, which casts a shadow of length 34.2 m under similar conditions, will be:;19 m;16.5 m;17.5 m;20.5 m;A,,,,,,,,
The price of commodity X increases by 56 paise every year, while the price of commodity Y increases by 13 paise every year. If in 2014, the price of commodity X was Rs. 3.01 and that of Y was Rs. 4.83, in which year will commodity X cost 377 paise more than commodity Y?;2027;2024;2028;2026;A,,,,,,,,
There are two examination rooms A and B. If 11 students are sent from A to B, then the number of students in each room is the same. If 9 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;62;71;78;77;B,,,,,,,,
If a - b = 12 and a² + b² = 360, find the value of ab.;111;108;100;125;B,,,,,,,,
The salaries A, B, and C are in the ratio 1:2:3. If increments of 15%, 40%, and 25% are allowed in their salaries, then what will be the new ratio of their salaries?;23:55:75;23:56:75;24:56:75;26:56:78;B,,,,,,,,
A flagstaff 30 m high casts a shadow of length 90 m. The height of a building, which casts a shadow of length 54 m under similar conditions, will be:;18 m;16 m;19.5 m;15.5 m;A,,,,,,,,
The price of commodity X increases by 30 paise every year, while the price of commodity Y increases by 24 paise every year. If in 1995, the price of commodity X was Rs. 4.77 and that of Y was Rs. 7.50, in which year will commodity X cost 3 paise more than commodity Y?;2041;2040;2042;2044;A,,,,,,,,
There are two examination rooms A and B. If 37 students are sent from A to B, then the number of students in each room is the same. If 50 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;292;312;298;309;C,,,,,,,,
If a - b = 10 and a² + b² = 1108, find the value of ab.;497;504;506;517;B,,,,,,,,
The salaries A, B, and C are in the ratio 1:5:7. If increments of 50%, 15%, and 40% are allowed in their salaries, then what will be the new ratio of their salaries?;33:116:199;30:115:196;30:114:196;31:115:196;B,,,,,,,,
A flagstaff 28 m high casts a shadow of length 33.6 m. The height of a building, which casts a shadow of length 46.8 m under similar conditions, will be:;36.5 m;40.5 m;42 m;39 m;D,,,,,,,,
The price of commodity X increases by 57 paise every year, while the price of commodity Y increases by 12 paise every year. If in 2006, the price of commodity X was Rs. 5.36 and that of Y was Rs. 6.93, in which year will commodity X cost 428 paise more than commodity Y?;2020;2019;2018;2015;B,,,,,,,,
There are two examination rooms A and B. If 16 students are sent from A to B, then the number of students in each room is the same. If 47 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;194;214;223;205;D,,,,,,,,
If a - b = 2 and a² + b² = 514, find the value of ab.;255;248;241;259;A,,,,,,,,
The salaries A, B, and C are in the ratio 2:3:6. If increments of 25%, 20%, and 25% are allowed in their salaries, then what will be the new ratio of their salaries?;22:40:78;25:35:75;26:36:75;25:36:75;D,,,,,,,,
A flagstaff 18 m high casts a shadow of length 27 m. The height of a building, which casts a shadow of length 22.5 m under similar conditions, will be:;16.5 m;15 m;13 m;12.5 m;B,,,,,,,,
The price of commodity X increases by 44 paise every year, while the price of commodity Y increases by 10 paise every year. If in 1999, the price of commodity X was Rs. 4.25 and that of Y was Rs. 5.76, in which year will commodity X cost 359 paise more than commodity Y?;2012;2014;2013;2015;B,,,,,,,,
There are two examination rooms A and B. If 48 students are sent from A to B, then the number of students in each room is the same. If 21 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;255;269;266;240;A,,,,,,,,
If a - b = 12 and a² + b² = 234, find the value of ab.;45;48;62;43;A,,,,,,,,
The salaries A, B, and C are in the ratio 2:3:4. If increments of 10%, 30%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;22:38:60;25:41:58;23:39:60;22:39:60;D,,,,,,,,
A flagstaff 21 m high casts a shadow of length 52.5 m. The height of a building, which casts a shadow of length 75 m under similar conditions, will be:;28.5 m;30 m;27.5 m;31.5 m;B,,,,,,,,
The price of commodity X increases by 47 paise every year, while the price of commodity Y increases by 15 paise every year. If in 2013, the price of commodity X was Rs. 3.03 and that of Y was Rs. 5.62, in which year will commodity X cost 221 paise more than commodity Y?;2027;2028;2029;2025;B,,,,,,,,
There are two examination rooms A and B. If 24 students are sent from A to B, then the number of students in each room is the same. If 6 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;151;104;114;129;C,,,,,,,,
If a - b = 5 and a² + b² = 73, find the value of ab.;31;24;18;32;B,,,,,,,,
The salaries A, B, and C are in the ratio 1:3:9. If increments of 25%, 25%, and 25% are allowed in their salaries, then what will be the new ratio of their salaries?;2:2:9;1:3:9;1:2:9;2:3:9;B,,,,,,,,
A flagstaff 13 m high casts a shadow of length 19.5 m. The height of a building, which casts a shadow of length 27 m under similar conditions, will be:;20.5 m;19.5 m;18 m;15.5 m;C,,,,,,,,
The price of commodity X increases by 41 paise every year, while the price of commodity Y increases by 10 paise every year. If in 2009, the price of commodity X was Rs. 2.17 and that of Y was Rs. 4.25, in which year will commodity X cost 133 paise more than commodity Y?;2020;2021;2019;2023;A,,,,,,,,
There are two examination rooms A and B. If 42 students are sent from A to B, then the number of students in each room is the same. If 35 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;258;273;280;294;B,,,,,,,,
The salaries A, B, and C are in the ratio 1:5:8. If increments of 30%, 30%, and 30% are allowed in their salaries, then what will be the new ratio of their salaries?;2:5:8;6:2:5;1:4:8;1:5:8;D,,,,,,,,
A flagstaff 29 m high casts a shadow of length 34.8 m. The height of a building, which casts a shadow of length 28.8 m under similar conditions, will be:;25.5 m;24 m;21.5 m;26 m;B,,,,,,,,
The price of commodity X increases by 45 paise every year, while the price of commodity Y increases by 16 paise every year. If in 2011, the price of commodity X was Rs. 2.64 and that of Y was Rs. 5.10, in which year will commodity X cost 131 paise more than commodity Y?;2023;2025;2024;2027;C,,,,,,,,
There are two examination rooms A and B. If 25 students are sent from A to B, then the number of students in each room is the same. If 38 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;230;214;209;229;B,,,,,,,,
If a - b = 2 and a² + b² = 650, find the value of ab.;323;342;320;327;A,,,,,,,,
The salaries A, B, and C are in the ratio 3:4:7. If increments of 15%, 50%, and 15% are allowed in their salaries, then what will be the new ratio of their salaries?;70:120:161;69:120:161;69:119:161;73:119:158;B,,,,,,,,
A flagstaff 11 m high casts a shadow of length 13.2 m. The height of a building, which casts a shadow of length 28.8 m under similar conditions, will be:;21.5 m;24 m;25.5 m;22.5 m;B,,,,,,,,
The price of commodity X increases by 53 paise every year, while the price of commodity Y increases by 10 paise every year. If in 2010, the price of commodity X was Rs. 5.18 and that of Y was Rs. 7.45, in which year will commodity X cost 289 paise more than commodity Y?;2024;2023;2021;2022;D,,,,,,,,
There are two examination rooms A and B. If 23 students are sent from A to B, then the number of students in each room is the same. If 33 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;191;194;180;203;A,,,,,,,,
If a - b = 9 and a² + b² = 1241, find the value of ab.;580;596;582;570;A,,,,,,,,
The salaries A, B, and C are in the ratio 3:4:6. If increments of 50%, 15%, and 25% are allowed in their salaries, then what will be the new ratio of their salaries?;45:46:75;46:46:75;50:49:73;45:45:75;A,,,,,,,,
A flagstaff 11 m high casts a shadow of length 33 m. The height of a building, which casts a shadow of length 120 m under similar conditions, will be:;43 m;40 m;37.5 m;41.5 m;B,,,,,,,,
The price of commodity X increases by 38 paise every year, while the price of commodity Y increases by 24 paise every year. If in 1995, the price of commodity X was Rs. 5.22 and that of Y was Rs. 6.81, in which year will commodity X cost 9 paise more than commodity Y?;2003;2006;2008;2007;D,,,,,,,,
There are two examination rooms A and B. If 42 students are sent from A to B, then the number of students in each room is the same. If 26 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;230;246;261;231;B,,,,,,,,
If a - b = 7 and a² + b² = 445, find the value of ab.;179;198;193;206;B,,,,,,,,
The salaries A, B, and C are in the ratio 5:6:7. If increments of 40%, 20%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;71:72:105;68:73:109;70:71:105;70:72:105;D,,,,,,,,
A flagstaff 23 m high casts a shadow of length 27.6 m. The height of a building, which casts a shadow of length 38.4 m under similar conditions, will be:;32 m;30.5 m;29.5 m;33.5 m;A,,,,,,,,
The price of commodity X increases by 35 paise every year, while the price of commodity Y increases by 25 paise every year. If in 2013, the price of commodity X was Rs. 4.47 and that of Y was Rs. 5.63, in which year will commodity X cost 4 paise more than commodity Y?;2024;2026;2021;2025;D,,,,,,,,
There are two examination rooms A and B. If 20 students are sent from A to B, then the number of students in each room is the same. If 26 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;180;151;158;171;C,,,,,,,,
If a - b = 6 and a² + b² = 596, find the value of ab.;270;283;285;280;D,,,,,,,,
The salaries A, B, and C are in the ratio 1:5:9. If increments of 20%, 20%, and 10% are allowed in their salaries, then what will be the new ratio of their salaries?;5:20:33;4:19:33;2:17:37;4:20:33;D,,,,,,,,
A flagstaff 28 m high casts a shadow of length 84 m. The height of a building, which casts a shadow of length 63 m under similar conditions, will be:;22.5 m;23.5 m;21 m;18.5 m;C,,,,,,,,
The price of commodity X increases by 41 paise every year, while the price of commodity Y increases by 23 paise every year. If in 2015, the price of commodity X was Rs. 4.77 and that of Y was Rs. 6.77, in which year will commodity X cost 16 paise more than commodity Y?;2029;2026;2028;2027;D,,,,,,,,
There are two examination rooms A and B. If 9 students are sent from A to B, then the number of students in each room is the same. If 35 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;141;155;103;132;A,,,,,,,,
If a - b = 16 and a² + b² = 928, find the value of ab.;329;334;336;343;C,,,,,,,,
The salaries A, B, and C are in the ratio 1:3:5. If increments of 40%, 15%, and 30% are allowed in their salaries, then what will be the new ratio of their salaries?;29:67:132;28:69:130;29:69:130;28:68:130;B,,,,,,,,
A flagstaff 29 m high casts a shadow of length 72.5 m. The height of a building, which casts a shadow of length 105 m under similar conditions, will be:;40.5 m;39.5 m;42 m;43.5 m;C,,,,,,,,
The price of commodity X increases by 39 paise every year, while the price of commodity Y increases by 25 paise every year. If in 2001, the price of commodity X was Rs. 3.18 and that of Y was Rs. 5.90, in which year will commodity X cost 8 paise more than commodity Y?;2022;2020;2021;2018;C,,,,,,,,
There are two examination rooms A and B. If 7 students are sent from A to B, then the number of students in each room is the same. If 39 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;126;155;145;176;C,,,,,,,,
If a - b = 7 and a² + b² = 389, find the value of ab.;158;179;168;170;D,,,,,,,,
The salaries A, B, and C are in the ratio 3:6:7. If increments of 30%, 15%, and 20% are allowed in their salaries, then what will be the new ratio of their salaries?;13:23:28;17:26:29;14:23:28;13:22:28;A,,,,,,,,
A flagstaff 20 m high casts a shadow of length 36 m. The height of a building, which casts a shadow of length 63 m under similar conditions, will be:;36.5 m;35 m;33.5 m;32.5 m;B,,,,,,,,
The price of commodity X increases by 37 paise every year, while the price of commodity Y increases by 14 paise every year. If in 2013, the price of commodity X was Rs. 2.21 and that of Y was Rs. 3.63, in which year will commodity X cost 88 paise more than commodity Y?;2022;2026;2023;2024;C,,,,,,,,
There are two examination rooms A and B. If 25 students are sent from A to B, then the number of students in each room is the same. If 23 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;179;169;158;194;B,,,,,,,,
If a - b = 18 and a² + b² = 810, find the value of ab.;235;243;241;250;B,,,,,,,,
The salaries A, B, and C are in the ratio 2:4:6. If increments of 40%, 25%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;15:25:45;14:25:45;14:24:45;17:30:42;B,,,,,,,,
A flagstaff 22 m high casts a shadow of length 44 m. The height of a building, which casts a shadow of length 42 m under similar conditions, will be:;19 m;18.5 m;21 m;22.5 m;C,,,,,,,,
The price of commodity X increases by 36 paise every year, while the price of commodity Y increases by 25 paise every year. If in 2001, the price of commodity X was Rs. 4.74 and that of Y was Rs. 6.50, in which year will commodity X cost 11 paise more than commodity Y?;2018;2017;2019;2022;A,,,,,,,,
There are two examination rooms A and B. If 47 students are sent from A to B, then the number of students in each room is the same. If 48 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;344;323;349;332;D,,,,,,,,
If a - b = 8 and a² + b² = 104, find the value of ab.;13;33;20;30;C,,,,,,,,
The salaries A, B, and C are in the ratio 2:5:6. If increments of 25%, 15%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;10:23:36;10:22:36;13:26:37;11:23:36;A,,,,,,,,
A flagstaff 22 m high casts a shadow of length 33 m. The height of a building, which casts a shadow of length 51 m under similar conditions, will be:;34 m;35.5 m;37 m;31.5 m;A,,,,,,,,
The price of commodity X increases by 35 paise every year, while the price of commodity Y increases by 13 paise every year. If in 2003, the price of commodity X was Rs. 5.07 and that of Y was Rs. 7.09, in which year will commodity X cost 18 paise more than commodity Y?;2014;2010;2013;2012;C,,,,,,,,
There are two examination rooms A and B. If 46 students are sent from A to B, then the number of students in each room is the same. If 39 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;295;299;301;306;C,,,,,,,,
If a - b = 11 and a² + b² = 173, find the value of ab.;20;31;26;32;C,,,,,,,,
The salaries A, B, and C are in the ratio 1:3:7. If increments of 30%, 30%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;13:38:105;13:39:105;10:43:107;14:39:105;B,,,,,,,,
A flagstaff 25 m high casts a shadow of length 62.5 m. The height of a building, which casts a shadow of length 105 m under similar conditions, will be:;42 m;43.5 m;40.5 m;39.5 m;A,,,,,,,,
The price of commodity X increases by 47 paise every year, while the price of commodity Y increases by 14 paise every year. If in 2015, the price of commodity X was Rs. 3.63 and that of Y was Rs. 6.28, in which year will commodity X cost 197 paise more than commodity Y?;2030;2028;2026;2029;D,,,,,,,,
There are two examination rooms A and B. If 23 students are sent from A to B, then the number of students in each room is the same. If 6 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;110;99;118;130;A,,,,,,,,
If a - b = 9 and a² + b² = 461, find the value of ab.;190;196;202;185;A,,,,,,,,
The salaries A, B, and C are in the ratio 1:3:7. If increments of 20%, 40%, and 15% are allowed in their salaries, then what will be the new ratio of their salaries?;24:84:161;24:83:161;25:84:161;22:83:158;A,,,,,,,,
A flagstaff 11 m high casts a shadow of length 19.8 m. The height of a building, which casts a shadow of length 73.8 m under similar conditions, will be:;41 m;42.5 m;38.5 m;44 m;A,,,,,,,,
The price of commodity X increases by 56 paise every year, while the price of commodity Y increases by 22 paise every year. If in 2013, the price of commodity X was Rs. 4.21 and that of Y was Rs. 6.35, in which year will commodity X cost 194 paise more than commodity Y?;2025;2026;2024;2028;A,,,,,,,,
There are two examination rooms A and B. If 50 students are sent from A to B, then the number of students in each room is the same. If 42 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;319;292;336;326;D,,,,,,,,
If a - b = 18 and a² + b² = 962, find the value of ab.;319;336;312;326;A,,,,,,,,
The salaries A, B, and C are in the ratio 2:4:7. If increments of 20%, 10%, and 25% are allowed in their salaries, then what will be the new ratio of their salaries?;49:89:174;48:87:175;48:88:175;49:88:175;C,,,,,,,,
The price of commodity X increases by 48 paise every year, while the price of commodity Y increases by 23 paise every year. If in 2004, the price of commodity X was Rs. 2.29 and that of Y was Rs. 3.81, in which year will commodity X cost 198 paise more than commodity Y?;2017;2018;2014;2019;B,,,,,,,,
There are two examination rooms A and B. If 18 students are sent from A to B, then the number of students in each room is the same. If 9 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;136;114;99;86;C,,,,,,,,
If a - b = 11 and a² + b² = 901, find the value of ab.;409;390;380;400;B,,,,,,,,
The salaries A, B, and C are in the ratio 2:4:5. If increments of 30%, 40%, and 20% are allowed in their salaries, then what will be the new ratio of their salaries?;13:28:30;13:33:28;14:28:30;13:27:30;A,,,,,,,,
A flagstaff 23 m high casts a shadow of length 46 m. The height of a building, which casts a shadow of length 58 m under similar conditions, will be:;30.5 m;26.5 m;29 m;31.5 m;C,,,,,,,,
The price of commodity X increases by 51 paise every year, while the price of commodity Y increases by 24 paise every year. If in 1998, the price of commodity X was Rs. 2.30 and that of Y was Rs. 3.40, in which year will commodity X cost 25 paise more than commodity Y?;2000;2002;2003;2004;C,,,,,,,,
There are two examination rooms A and B. If 37 students are sent from A to B, then the number of students in each room is the same. If 41 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;306;266;271;285;C,,,,,,,,
If a - b = 10 and a² + b² = 500, find the value of ab.;194;203;206;200;D,,,,,,,,
The salaries A, B, and C are in the ratio 3:4:7. If increments of 15%, 50%, and 10% are allowed in their salaries, then what will be the new ratio of their salaries?;71:121:155;70:120:154;69:120:154;69:119:154;C,,,,,,,,
A flagstaff 27 m high casts a shadow of length 54 m. The height of a building, which casts a shadow of length 54 m under similar conditions, will be:;27 m;28.5 m;25.5 m;24.5 m;A,,,,,,,,
The price of commodity X increases by 30 paise every year, while the price of commodity Y increases by 20 paise every year. If in 2009, the price of commodity X was Rs. 4.04 and that of Y was Rs. 6.87, in which year will commodity X cost 7 paise more than commodity Y?;2039;2038;2035;2037;B,,,,,,,,
There are two examination rooms A and B. If 14 students are sent from A to B, then the number of students in each room is the same. If 7 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;57;97;77;115;C,,,,,,,,
If a - b = 3 and a² + b² = 185, find the value of ab.;88;84;94;82;A,,,,,,,,
The salaries A, B, and C are in the ratio 2:4:8. If increments of 40%, 40%, and 40% are allowed in their salaries, then what will be the new ratio of their salaries?;1:1:4;1:2:4;3:7:2;2:2:4;B,,,,,,,,
A flagstaff 19 m high casts a shadow of length 28.5 m. The height of a building, which casts a shadow of length 55.5 m under similar conditions, will be:;38.5 m;37 m;39.5 m;34.5 m;B,,,,,,,,
The price of commodity X increases by 30 paise every year, while the price of commodity Y increases by 14 paise every year. If in 2008, the price of commodity X was Rs. 4.80 and that of Y was Rs. 6.93, in which year will commodity X cost 11 paise more than commodity Y?;2022;2018;2021;2023;A,,,,,,,,
There are two examination rooms A and B. If 31 students are sent from A to B, then the number of students in each room is the same. If 23 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;177;213;193;160;C,,,,,,,,
If a - b = 18 and a² + b² = 450, find the value of ab.;50;56;73;63;D,,,,,,,,
The salaries A, B, and C are in the ratio 1:2:7. If increments of 20%, 50%, and 25% are allowed in their salaries, then what will be the new ratio of their salaries?;24:59:175;25:60:175;24:60:175;22:60:178;C,,,,,,,,
A flagstaff 26 m high casts a shadow of length 78 m. The height of a building, which casts a shadow of length 99 m under similar conditions, will be:;33 m;30.5 m;34.5 m;31.5 m;A,,,,,,,,
The price of commodity X increases by 60 paise every year, while the price of commodity Y increases by 12 paise every year. If in 2002, the price of commodity X was Rs. 3.10 and that of Y was Rs. 5.27, in which year will commodity X cost 263 paise more than commodity Y?;2013;2016;2012;2011;C,,,,,,,,
There are two examination rooms A and B. If 38 students are sent from A to B, then the number of students in each room is the same. If 38 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;279;266;246;258;B,,,,,,,,
If a - b = 8 and a² + b² = 482, find the value of ab.;222;209;214;205;B,,,,,,,,
The salaries A, B, and C are in the ratio 2:3:5. If increments of 25%, 20%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;25:36:75;26:36:75;25:35:75;24:36:78;A,,,,,,,,
A flagstaff 22 m high casts a shadow of length 33 m. The height of a building, which casts a shadow of length 36 m under similar conditions, will be:;26 m;21.5 m;25.5 m;24 m;D,,,,,,,,
The price of commodity X increases by 32 paise every year, while the price of commodity Y increases by 16 paise every year. If in 1998, the price of commodity X was Rs. 4.19 and that of Y was Rs. 5.59, in which year will commodity X cost 4 paise more than commodity Y?;2008;2003;2006;2007;D,,,,,,,,
There are two examination rooms A and B. If 29 students are sent from A to B, then the number of students in each room is the same. If 42 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;231;242;257;232;B,,,,,,,,
The salaries A, B, and C are in the ratio 4:5:8. If increments of 15%, 50%, and 25% are allowed in their salaries, then what will be the new ratio of their salaries?;47:75:100;47:75:99;46:75:100;46:74:100;C,,,,,,,,
A flagstaff 24 m high casts a shadow of length 72 m. The height of a building, which casts a shadow of length 66 m under similar conditions, will be:;22 m;24.5 m;19.5 m;23.5 m;A,,,,,,,,
The price of commodity X increases by 57 paise every year, while the price of commodity Y increases by 19 paise every year. If in 2012, the price of commodity X was Rs. 3.51 and that of Y was Rs. 6.21, in which year will commodity X cost 110 paise more than commodity Y?;2023;2020;2021;2022;D,,,,,,,,
There are two examination rooms A and B. If 7 students are sent from A to B, then the number of students in each room is the same. If 13 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;67;58;48;76;A,,,,,,,,
If a - b = 10 and a² + b² = 1018, find the value of ab.;449;441;468;459;D,,,,,,,,
The salaries A, B, and C are in the ratio 6:8:9. If increments of 10%, 30%, and 20% are allowed in their salaries, then what will be the new ratio of their salaries?;33:52:54;34:52:54;36:49:59;33:51:54;A,,,,,,,,
A flagstaff 20 m high casts a shadow of length 30 m. The height of a building, which casts a shadow of length 45 m under similar conditions, will be:;32 m;27.5 m;30 m;31.5 m;C,,,,,,,,
The price of commodity X increases by 40 paise every year, while the price of commodity Y increases by 25 paise every year. If in 1997, the price of commodity X was Rs. 5.04 and that of Y was Rs. 7.20, in which year will commodity X cost 9 paise more than commodity Y?;2012;2011;2013;2010;A,,,,,,,,
If a - b = 3 and a² + b² = 845, find the value of ab.;418;415;424;436;A,,,,,,,,
The salaries A, B, and C are in the ratio 1:5:7. If increments of 15%, 15%, and 40% are allowed in their salaries, then what will be the new ratio of their salaries?;23:114:196;24:116:198;24:115:196;23:115:196;D,,,,,,,,
A flagstaff 13 m high casts a shadow of length 32.5 m. The height of a building, which casts a shadow of length 110 m under similar conditions, will be:;46.5 m;44 m;41.5 m;45.5 m;B,,,,,,,,
The price of commodity X increases by 50 paise every year, while the price of commodity Y increases by 13 paise every year. If in 2002, the price of commodity X was Rs. 5.40 and that of Y was Rs. 7.34, in which year will commodity X cost 28 paise more than commodity Y?;2008;2007;2009;2006;A,,,,,,,,
There are two examination rooms A and B. If 8 students are sent from A to B, then the number of students in each room is the same. If 18 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;76;60;86;101;C,,,,,,,,
If a - b = 17 and a² + b² = 829, find the value of ab.;265;273;270;275;C,,,,,,,,
The salaries A, B, and C are in the ratio 5:7:9. If increments of 50%, 20%, and 30% are allowed in their salaries, then what will be the new ratio of their salaries?;25:27:39;25:28:39;26:28:39;29:33:43;B,,,,,,,,
A flagstaff 21 m high casts a shadow of length 48.3 m. The height of a building, which casts a shadow of length 55.2 m under similar conditions, will be:;25.5 m;22 m;24 m;21.5 m;C,,,,,,,,
The price of commodity X increases by 41 paise every year, while the price of commodity Y increases by 20 paise every year. If in 2002, the price of commodity X was Rs. 2.20 and that of Y was Rs. 3.60, in which year will commodity X cost 91 paise more than commodity Y?;2013;2012;2015;2014;A,,,,,,,,
There are two examination rooms A and B. If 40 students are sent from A to B, then the number of students in each room is the same. If 49 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;307;308;299;320;A,,,,,,,,
If a - b = 19 and a² + b² = 661, find the value of ab.;136;150;145;153;B,,,,,,,,
The salaries A, B, and C are in the ratio 1:2:3. If increments of 50%, 50%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;5:6:8;1:1:3;1:2:3;2:2:3;C,,,,,,,,
A flagstaff 25 m high casts a shadow of length 45 m. The height of a building, which casts a shadow of length 54 m under similar conditions, will be:;31.5 m;27.5 m;32 m;30 m;D,,,,,,,,
The price of commodity X increases by 59 paise every year, while the price of commodity Y increases by 11 paise every year. If in 2014, the price of commodity X was Rs. 4.75 and that of Y was Rs. 6.55, in which year will commodity X cost 156 paise more than commodity Y?;2021;2020;2025;2022;A,,,,,,,,
There are two examination rooms A and B. If 7 students are sent from A to B, then the number of students in each room is the same. If 41 candidates are sent from B to A, then the number of students in A is double the number of students in B. The number of students in room A is:;127;137;151;161;C,,,,,,,,
If a - b = 18 and a² + b² = 1514, find the value of ab.;602;593;595;607;C,,,,,,,,
The salaries A, B, and C are in the ratio 1:2:4. If increments of 25%, 25%, and 50% are allowed in their salaries, then what will be the new ratio of their salaries?;5:9:24;6:13:29;6:10:24;5:10:24;D,,,,,,,,
A flagstaff 15 m high casts a shadow of length 18 m. The height of a building, which casts a shadow of length 43.2 m under similar conditions, will be:;36 m;34 m;37.5 m;33.5 m;A,,,,,,,,
The price of commodity X increases by 39 paise every year, while the price of commodity Y increases by 17 paise every year. If in 2007, the price of commodity X was Rs. 5.18 and that of Y was Rs. 8.03, in which year will commodity X cost 45 paise more than commodity Y?;2022;2018;2021;2023;A,,,,,,,,
