Question;Option A;Option B;Option C;Option D;Answer,,,,,,,,
An operating system is managing 7 processes with 29 context switches using the SJF algorithm. Which description best defines this algorithm?;Time-sliced preemptive scheduling often causing high context switching;Executes highest importance processes first;Non-preemptive scheduling based on arrival time;Minimizes average waiting time but risks starvation;D,,,,,,,,
An operating system is managing 4 processes with 15 context switches using the SJF algorithm. Which description best defines this algorithm?;Non-preemptive scheduling based on arrival time;Time-sliced preemptive scheduling often causing high context switching;Executes highest importance processes first;Minimizes average waiting time but risks starvation;D,,,,,,,,
An operating system is managing 7 processes with 10 context switches using the Priority Scheduling algorithm. Which description best defines this algorithm?;Non-preemptive scheduling based on arrival time;Time-sliced preemptive scheduling often causing high context switching;Executes highest importance processes first;Minimizes average waiting time but risks starvation;C,,,,,,,,
An operating system is managing 7 processes with 26 context switches using the SJF algorithm. Which description best defines this algorithm?;Time-sliced preemptive scheduling often causing high context switching;Executes highest importance processes first;Minimizes average waiting time but risks starvation;Non-preemptive scheduling based on arrival time;C,,,,,,,,
An operating system is managing 8 processes with 33 context switches using the Round Robin algorithm. Which description best defines this algorithm?;Minimizes average waiting time but risks starvation;Executes highest importance processes first;Time-sliced preemptive scheduling often causing high context switching;Non-preemptive scheduling based on arrival time;C,,,,,,,,
An operating system is managing 10 processes with 24 context switches using the Priority Scheduling algorithm. Which description best defines this algorithm?;Minimizes average waiting time but risks starvation;Non-preemptive scheduling based on arrival time;Time-sliced preemptive scheduling often causing high context switching;Executes highest importance processes first;D,,,,,,,,
An operating system is managing 9 processes with 20 context switches using the SJF algorithm. Which description best defines this algorithm?;Minimizes average waiting time but risks starvation;Non-preemptive scheduling based on arrival time;Time-sliced preemptive scheduling often causing high context switching;Executes highest importance processes first;A,,,,,,,,
An operating system is managing 9 processes with 42 context switches using the Priority Scheduling algorithm. Which description best defines this algorithm?;Time-sliced preemptive scheduling often causing high context switching;Executes highest importance processes first;Minimizes average waiting time but risks starvation;Non-preemptive scheduling based on arrival time;B,,,,,,,,
An operating system is managing 5 processes with 21 context switches using the Round Robin algorithm. Which description best defines this algorithm?;Non-preemptive scheduling based on arrival time;Executes highest importance processes first;Minimizes average waiting time but risks starvation;Time-sliced preemptive scheduling often causing high context switching;D,,,,,,,,
An operating system is managing 6 processes with 21 context switches using the SJF algorithm. Which description best defines this algorithm?;Minimizes average waiting time but risks starvation;Non-preemptive scheduling based on arrival time;Time-sliced preemptive scheduling often causing high context switching;Executes highest importance processes first;A,,,,,,,,
A developer is working on a 232MB repository. What does the command `git pull` execute?;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;Joins two or more development histories together;B,,,,,,,,
A developer is working on a 59MB repository. What does the command `git pull` execute?;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Joins two or more development histories together;Records changes to the local repository;A,,,,,,,,
A developer is working on a 466MB repository. What does the command `git merge` execute?;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;Uploads local repository content to a remote repository;Joins two or more development histories together;D,,,,,,,,
A developer is working on a 214MB repository. What does the command `git clone` execute?;Records changes to the local repository;Uploads local repository content to a remote repository;Creates a local copy of a remote repository;Fetches and downloads content from a remote repository and integrates it;C,,,,,,,,
A developer is working on a 15MB repository. What does the command `git commit` execute?;Uploads local repository content to a remote repository;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;D,,,,,,,,
A developer is working on a 470MB repository. What does the command `git push` execute?;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;Records changes to the local repository;Uploads local repository content to a remote repository;D,,,,,,,,
A developer is working on a 336MB repository. What does the command `git commit` execute?;Uploads local repository content to a remote repository;Records changes to the local repository;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;B,,,,,,,,
A developer is working on a 167MB repository. What does the command `git push` execute?;Records changes to the local repository;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Joins two or more development histories together;C,,,,,,,,
A developer is working on a 489MB repository. What does the command `git push` execute?;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Records changes to the local repository;C,,,,,,,,
A developer is working on a 498MB repository. What does the command `git pull` execute?;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;Records changes to the local repository;Uploads local repository content to a remote repository;A,,,,,,,,
A developer is working on a 377MB repository. What does the command `git commit` execute?;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;Records changes to the local repository;Uploads local repository content to a remote repository;C,,,,,,,,
A developer is working on a 461MB repository. What does the command `git merge` execute?;Uploads local repository content to a remote repository;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;B,,,,,,,,
A developer is working on a 231MB repository. What does the command `git commit` execute?;Records changes to the local repository;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;A,,,,,,,,
A developer is working on a 71MB repository. What does the command `git commit` execute?;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Joins two or more development histories together;Records changes to the local repository;D,,,,,,,,
A developer is working on a 430MB repository. What does the command `git push` execute?;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;Uploads local repository content to a remote repository;Records changes to the local repository;C,,,,,,,,
A developer is working on a 242MB repository. What does the command `git commit` execute?;Uploads local repository content to a remote repository;Joins two or more development histories together;Records changes to the local repository;Fetches and downloads content from a remote repository and integrates it;C,,,,,,,,
A developer is working on a 65MB repository. What does the command `git merge` execute?;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;Joins two or more development histories together;Uploads local repository content to a remote repository;C,,,,,,,,
A developer is working on a 183MB repository. What does the command `git merge` execute?;Records changes to the local repository;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Joins two or more development histories together;D,,,,,,,,
A developer is working on a 110MB repository. What does the command `git clone` execute?;Creates a local copy of a remote repository;Records changes to the local repository;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;A,,,,,,,,
A developer is working on a 254MB repository. What does the command `git pull` execute?;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Records changes to the local repository;Joins two or more development histories together;A,,,,,,,,
A developer is working on a 349MB repository. What does the command `git clone` execute?;Creates a local copy of a remote repository;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;A,,,,,,,,
A developer is working on a 486MB repository. What does the command `git commit` execute?;Records changes to the local repository;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;A,,,,,,,,
A developer is working on a 407MB repository. What does the command `git merge` execute?;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;Joins two or more development histories together;D,,,,,,,,
A developer is working on a 421MB repository. What does the command `git pull` execute?;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;Records changes to the local repository;B,,,,,,,,
A developer is working on a 440MB repository. What does the command `git push` execute?;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Records changes to the local repository;C,,,,,,,,
A developer is working on a 184MB repository. What does the command `git pull` execute?;Joins two or more development histories together;Records changes to the local repository;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;D,,,,,,,,
A developer is working on a 315MB repository. What does the command `git commit` execute?;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;Records changes to the local repository;D,,,,,,,,
A developer is working on a 53MB repository. What does the command `git clone` execute?;Creates a local copy of a remote repository;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;Uploads local repository content to a remote repository;A,,,,,,,,
A developer is working on a 374MB repository. What does the command `git merge` execute?;Uploads local repository content to a remote repository;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;B,,,,,,,,
A developer is working on a 459MB repository. What does the command `git merge` execute?;Joins two or more development histories together;Uploads local repository content to a remote repository;Records changes to the local repository;Fetches and downloads content from a remote repository and integrates it;A,,,,,,,,
A developer is working on a 446MB repository. What does the command `git merge` execute?;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;Uploads local repository content to a remote repository;Joins two or more development histories together;D,,,,,,,,
A developer is working on a 307MB repository. What does the command `git pull` execute?;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Records changes to the local repository;Joins two or more development histories together;A,,,,,,,,
A developer is working on a 317MB repository. What does the command `git clone` execute?;Uploads local repository content to a remote repository;Creates a local copy of a remote repository;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;B,,,,,,,,
A developer is working on a 383MB repository. What does the command `git pull` execute?;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;Uploads local repository content to a remote repository;Joins two or more development histories together;A,,,,,,,,
A developer is working on a 267MB repository. What does the command `git clone` execute?;Records changes to the local repository;Creates a local copy of a remote repository;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;B,,,,,,,,
A developer is working on a 139MB repository. What does the command `git pull` execute?;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Records changes to the local repository;B,,,,,,,,
A developer is working on a 14MB repository. What does the command `git merge` execute?;Records changes to the local repository;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Joins two or more development histories together;D,,,,,,,,
A developer is working on a 457MB repository. What does the command `git push` execute?;Uploads local repository content to a remote repository;Records changes to the local repository;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;A,,,,,,,,
A developer is working on a 163MB repository. What does the command `git commit` execute?;Records changes to the local repository;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;A,,,,,,,,
A developer is working on a 117MB repository. What does the command `git commit` execute?;Uploads local repository content to a remote repository;Joins two or more development histories together;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;D,,,,,,,,
A developer is working on a 142MB repository. What does the command `git clone` execute?;Fetches and downloads content from a remote repository and integrates it;Creates a local copy of a remote repository;Uploads local repository content to a remote repository;Records changes to the local repository;B,,,,,,,,
A developer is working on a 398MB repository. What does the command `git merge` execute?;Joins two or more development histories together;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;Records changes to the local repository;A,,,,,,,,
A developer is working on a 160MB repository. What does the command `git merge` execute?;Uploads local repository content to a remote repository;Joins two or more development histories together;Records changes to the local repository;Fetches and downloads content from a remote repository and integrates it;B,,,,,,,,
A developer is working on a 283MB repository. What does the command `git pull` execute?;Joins two or more development histories together;Records changes to the local repository;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;D,,,,,,,,
A developer is working on a 337MB repository. What does the command `git pull` execute?;Records changes to the local repository;Fetches and downloads content from a remote repository and integrates it;Uploads local repository content to a remote repository;Joins two or more development histories together;B,,,,,,,,
A developer is working on a 154MB repository. What does the command `git pull` execute?;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;Records changes to the local repository;B,,,,,,,,
A developer is working on a 361MB repository. What does the command `git clone` execute?;Uploads local repository content to a remote repository;Fetches and downloads content from a remote repository and integrates it;Creates a local copy of a remote repository;Records changes to the local repository;C,,,,,,,,
A developer is working on a 247MB repository. What does the command `git clone` execute?;Uploads local repository content to a remote repository;Records changes to the local repository;Creates a local copy of a remote repository;Fetches and downloads content from a remote repository and integrates it;C,,,,,,,,
A developer is working on a 108MB repository. What does the command `git push` execute?;Fetches and downloads content from a remote repository and integrates it;Joins two or more development histories together;Records changes to the local repository;Uploads local repository content to a remote repository;D,,,,,,,,
During a QA phase involving 31 bug fixes, the team conducts Unit Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;C,,,,,,,,
During a QA phase involving 28 bug fixes, the team conducts Integration Testing. What does this involve?;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;D,,,,,,,,
During a QA phase involving 97 bug fixes, the team conducts Integration Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;B,,,,,,,,
During a QA phase involving 72 bug fixes, the team conducts Unit Testing. What does this involve?;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;B,,,,,,,,
During a QA phase involving 77 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;Testing individual, isolated software components;Testing conducted to determine if the requirements of a specification or contract are met;D,,,,,,,,
During a QA phase involving 20 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;A,,,,,,,,
During a QA phase involving 23 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;D,,,,,,,,
During a QA phase involving 65 bug fixes, the team conducts Integration Testing. What does this involve?;Testing individual, isolated software components;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;C,,,,,,,,
During a QA phase involving 22 bug fixes, the team conducts System Testing. What does this involve?;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;B,,,,,,,,
During a QA phase involving 51 bug fixes, the team conducts System Testing. What does this involve?;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;C,,,,,,,,
During a QA phase involving 28 bug fixes, the team conducts Unit Testing. What does this involve?;Testing combined parts of an application to determine if they function together correctly;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;B,,,,,,,,
During a QA phase involving 24 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;A,,,,,,,,
During a QA phase involving 34 bug fixes, the team conducts Unit Testing. What does this involve?;Testing individual, isolated software components;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;A,,,,,,,,
During a QA phase involving 74 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;B,,,,,,,,
During a QA phase involving 87 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;C,,,,,,,,
During a QA phase involving 69 bug fixes, the team conducts Unit Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;D,,,,,,,,
During a QA phase involving 36 bug fixes, the team conducts Integration Testing. What does this involve?;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;B,,,,,,,,
During a QA phase involving 15 bug fixes, the team conducts System Testing. What does this involve?;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;B,,,,,,,,
During a QA phase involving 25 bug fixes, the team conducts Unit Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;D,,,,,,,,
During a QA phase involving 73 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;C,,,,,,,,
During a QA phase involving 46 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;Testing individual, isolated software components;B,,,,,,,,
During a QA phase involving 37 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;B,,,,,,,,
During a QA phase involving 49 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;A,,,,,,,,
During a QA phase involving 66 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;D,,,,,,,,
During a QA phase involving 11 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;B,,,,,,,,
During a QA phase involving 63 bug fixes, the team conducts System Testing. What does this involve?;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;C,,,,,,,,
During a QA phase involving 9 bug fixes, the team conducts System Testing. What does this involve?;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;A,,,,,,,,
During a QA phase involving 43 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;A,,,,,,,,
During a QA phase involving 72 bug fixes, the team conducts Integration Testing. What does this involve?;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;A,,,,,,,,
During a QA phase involving 73 bug fixes, the team conducts Unit Testing. What does this involve?;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;A,,,,,,,,
During a QA phase involving 81 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing individual, isolated software components;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;B,,,,,,,,
During a QA phase involving 56 bug fixes, the team conducts Integration Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;C,,,,,,,,
During a QA phase involving 64 bug fixes, the team conducts Unit Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;Testing individual, isolated software components;D,,,,,,,,
During a QA phase involving 54 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;A,,,,,,,,
During a QA phase involving 44 bug fixes, the team conducts Integration Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;D,,,,,,,,
During a QA phase involving 57 bug fixes, the team conducts System Testing. What does this involve?;Testing individual, isolated software components;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;C,,,,,,,,
During a QA phase involving 42 bug fixes, the team conducts Unit Testing. What does this involve?;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;A,,,,,,,,
During a QA phase involving 83 bug fixes, the team conducts System Testing. What does this involve?;Testing the complete, integrated software software comprehensively;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;Testing individual, isolated software components;A,,,,,,,,
During a QA phase involving 35 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;C,,,,,,,,
During a QA phase involving 41 bug fixes, the team conducts System Testing. What does this involve?;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;Testing conducted to determine if the requirements of a specification or contract are met;B,,,,,,,,
During a QA phase involving 79 bug fixes, the team conducts Integration Testing. What does this involve?;Testing individual, isolated software components;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;D,,,,,,,,
During a QA phase involving 67 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;A,,,,,,,,
During a QA phase involving 51 bug fixes, the team conducts Integration Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;D,,,,,,,,
During a QA phase involving 76 bug fixes, the team conducts System Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;Testing individual, isolated software components;B,,,,,,,,
During a QA phase involving 66 bug fixes, the team conducts System Testing. What does this involve?;Testing individual, isolated software components;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;C,,,,,,,,
During a QA phase involving 52 bug fixes, the team conducts Acceptance Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;A,,,,,,,,
During a QA phase involving 26 bug fixes, the team conducts Integration Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing individual, isolated software components;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;D,,,,,,,,
During a QA phase involving 32 bug fixes, the team conducts System Testing. What does this involve?;Testing individual, isolated software components;Testing combined parts of an application to determine if they function together correctly;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;D,,,,,,,,
During a QA phase involving 83 bug fixes, the team conducts Integration Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing the complete, integrated software software comprehensively;Testing combined parts of an application to determine if they function together correctly;Testing individual, isolated software components;C,,,,,,,,
During a QA phase involving 93 bug fixes, the team conducts Unit Testing. What does this involve?;Testing conducted to determine if the requirements of a specification or contract are met;Testing combined parts of an application to determine if they function together correctly;Testing the complete, integrated software software comprehensively;Testing individual, isolated software components;D,,,,,,,,
Which of the following is NOT one of the four necessary conditions for Deadlock to occur?;Mutual Exclusion;Hold and Wait;No Preemption;Context Switching;D,,,,,,,,
What is the primary difference between Paging and Segmentation in OS memory management?;Paging divides memory into fixed-size blocks, Segmentation divides it into variable-size blocks based on logical division.;Paging is faster but uses more CPU, Segmentation is slower but saves CPU.;Paging requires TLB, Segmentation does not.;Paging causes external fragmentation, Segmentation causes internal fragmentation.;A,,,,,,,,
Which file system structure is responsible for storing metadata about a file (like permissions, ownership, and disk block addresses) in Unix-like systems?;Boot Block;Super Block;Inode;FAT Table;C,,,,,,,,
In the context of multithreading, what does the 'Many-to-One' model imply?;Many user-level threads mapped to one kernel thread;Many kernel threads mapped to one user thread;Thread pooling across multiple CPUs;A single thread servicing many concurrent requests asynchronously;A,,,,,,,,
What is 'Spooling' in an Operating System?;Simultaneous Peripheral Operations On-Line;Synchronous Process Output Off-Loading;System Paging Object-Oriented Library;Sequential Peripheral Ordering Output Logic;A,,,,,,,,
Which type of SQL Join returns all rows from the left table, and the matched rows from the right table?;INNER JOIN;LEFT OUTER JOIN;RIGHT OUTER JOIN;FULL OUTER JOIN;B,,,,,,,,
Which transaction isolation level prevents 'Dirty Reads' but allows 'Non-Repeatable Reads'?;Read Uncommitted;Read Committed;Repeatable Read;Serializable;B,,,,,,,,
Why is a B+ tree preferred over a standard Binary Search Tree for database indexing?;B+ trees are fully balanced and all data pointers are stored in leaf nodes, minimizing disk I/O.;B+ trees do not require pointers.;Binary search trees cannot store string data.;B+ trees have an O(1) search time complexity.;A,,,,,,,,
In an Entity-Relationship (ER) diagram, what does a double diamond represent?;A weak entity set;A multi-valued attribute;An identifying relationship;A derived attribute;C,,,,,,,,
What does the 'Consistency' property in ACID guarantees?;Data is never lost after a crash.;Transactions execute in isolation.;The database smoothly transitions from one valid state to another.;All operations of a transaction execute or none do.;C,,,,,,,,
Which transport protocol provides reliable, ordered, and error-checked delivery of a stream of bytes?;UDP;TCP;ICMP;IP;B,,,,,,,,
What is the primary function of the Address Resolution Protocol (ARP)?;Mapping IP addresses to MAC addresses;Mapping domain names to IP addresses;Translating private IP addresses to public.;Establishing TCP connections optimally;A,,,,,,,,
In CIDR notation, what does the subnet mask /24 correspond to in decimal format?;255.0.0.0;255.255.0.0;255.255.255.0;255.255.255.255;C,,,,,,,,
Which of the following routing protocols uses the Link-State routing algorithm? (e.g. Dijkstra's shortest path);RIP;EIGRP;OSPF;BGP;C,,,,,,,,
In Asymmetric Key Cryptography (Public-Key), if Alice wants to send a secure message to Bob, which key does she use to encrypt the message?;Alice's Public Key;Alice's Private Key;Bob's Public Key;Bob's Private Key;C,,,,,,,,
In object-oriented design, what is the 'SOLID' principle that states a class should have only one reason to change?;Single Responsibility Principle;Open-Closed Principle;Liskov Substitution Principle;Dependency Inversion Principle;A,,,,,,,,
What is the primary distinction between 'Composition' and 'Aggregation'?;Composition implies a strong 'part-of' lifecycle dependency, Aggregation implies a weak 'has-a' relationship.;Composition uses interfaces, Aggregation uses abstract classes.;Composition allows multiple inheritance, Aggregation does not.;Composition is dynamic, Aggregation is static at compile-time.;A,,,,,,,,
Which Java keyword is used to prevent a class from being subclassed (inherited)?;static;final;const;sealed;B,,,,,,,,
What is 'Duck Typing' in dynamically typed languages like Python?;Type checking based on object behavior (methods/properties) rather than explicit inheritance.;Casting an object aggressively until it matches the required type.;A design pattern for creating mock objects in unit tests.;Enforcing strict type hints at compilation time.;A,,,,,,,,
What happens when a C++ class inherits virtually from a base class? (e.g. class A : virtual public Base);It prevents the Diamond Problem by ensuring only one instance of the base class is inherited.;It makes all methods of that class automatically abstract.;It restricts the class to single inheritance only.;It allows the class to bypass all access modifiers.;A,,,,,,,,
Which data structure is most optimally used to implement Dijkstra's shortest path algorithm?;Stack;Queue;Min-Priority Queue;Linked List;C,,,,,,,,
In a complete binary tree represented as an array (1-indexed), the left child of a node at index 'i' is located at?;2*i;2*i + 1;i/2;i*i;A,,,,,,,,
